"","gender","match","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","dec"
"20",0,0,1,24,2,100,0,0,0,0,0,0,7,8,8,7,8,7,7,7,2,23,1,2,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,20,20,20,20,10,10,7,8,9,7,8,1
"21",0,0,0,27,2,35,20,20,20,0,5,0,7,9,8,9,8,4,7,4,2,23,1,4,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,15,5,7,8,9,5,1
"22",0,0,0,22,2,60,0,0,40,0,0,0,6,8,10,6,7,6,7,4,2,23,1,4,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,15,5,7,8,9,5,1
"23",0,0,1,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,1,23,1,4,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,15,5,7,8,9,5,0
"24",0,1,0,23,2,30,5,15,40,5,5,1,6,8,8,7,9,8,7,7,2,23,1,4,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,15,5,7,8,9,5,1
"25",0,0,0,24,3,30,10,20,10,10,20,1,9,7,9,7,9,6,9,2,1,23,1,4,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,15,5,7,8,9,5,0
"26",0,0,0,25,2,50,0,30,10,0,10,1,6,6,8,8,8,7,6,6,2,23,1,4,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,15,5,7,8,9,5,0
"27",0,0,0,30,2,35,15,25,10,5,10,0,5,6,8,4,5,4,3,3,2,23,1,4,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,15,5,7,8,9,5,1
"28",0,0,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,6,7,8,7,8,5,7,6,2,23,1,4,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,15,5,7,8,9,5,0
"29",0,1,0,28,2,50,0,25,10,0,15,1,6,7,7,6,6,6,6,6,2,23,1,4,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,15,5,7,8,9,5,1
"30",0,0,0,24,2,100,0,0,0,0,0,0,7,10,10,6,10,7,6,7,2,23,1,4,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,15,5,7,8,9,5,1
"31",0,0,0,27,2,35,20,20,20,0,5,0,7,8,8,8,7,7,7,4,2,22,1,4,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,10,6,6,5,7,7,0
"32",0,0,0,22,2,60,0,0,40,0,0,1,7,9,10,6,6,5,8,4,1,22,1,4,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,10,6,6,5,7,7,0
"33",0,0,1,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,NA,22,1,4,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,10,6,6,5,7,7,0
"34",0,1,0,23,2,30,5,15,40,5,5,1,8,8,9,8,9,9,8,7,1,22,1,4,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,10,6,6,5,7,7,1
"35",0,0,0,24,3,30,10,20,10,10,20,1,8,7,9,6,9,5,8,4,2,22,1,4,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,10,6,6,5,7,7,0
"36",0,0,0,25,2,50,0,30,10,0,10,1,8,8,8,6,6,6,7,7,2,22,1,4,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,10,6,6,5,7,7,0
"37",0,0,0,30,2,35,15,25,10,5,10,0,7,6,5,4,4,3,5,4,2,22,1,4,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,10,6,6,5,7,7,1
"38",0,0,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,1,8,7,6,7,7,5,7,5,2,22,1,4,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,10,6,6,5,7,7,0
"39",0,1,0,28,2,50,0,25,10,0,15,1,9,7,9,9,9,10,9,9,2,22,1,4,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,10,6,6,5,7,7,1
"40",0,0,0,24,2,100,0,0,0,0,0,0,7,6,8,6,8,7,7,7,2,22,1,4,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,10,6,6,5,7,7,1
"41",0,0,1,27,2,35,20,20,20,0,5,0,8,7,6,6,6,5,7,4,2,25,13,2,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,1
"42",0,1,1,22,2,60,0,0,40,0,0,1,8,8,10,7,6,5,9,4,2,25,13,2,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,1
"43",0,1,0,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,2,25,13,2,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,1
"44",0,1,1,23,2,30,5,15,40,5,5,1,8,8,8,8,8,7,8,7,2,25,13,2,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,1
"45",0,1,0,24,3,30,10,20,10,10,20,1,9,9,8,9,NA,7,9,7,2,25,13,2,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,1
"46",0,1,1,25,2,50,0,30,10,0,10,1,8,7,7,7,8,7,7,6,2,25,13,2,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,1
"47",0,0,1,30,2,35,15,25,10,5,10,0,6,4,7,5,6,4,4,4,2,25,13,2,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,1
"48",0,1,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,1,9,8,8,8,7,5,7,5,2,25,13,2,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,1
"49",0,1,1,28,2,50,0,25,10,0,15,1,8,7,8,10,8,10,8,8,2,25,13,2,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,1
"50",0,1,1,24,2,100,0,0,0,0,0,1,8,10,9,9,8,8,8,8,2,25,13,2,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,1
"51",0,0,0,27,2,35,20,20,20,0,5,0,6,8,7,8,7,5,6,4,2,26,13,6,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,10,7,6,10,7,7,1
"52",0,1,0,22,2,60,0,0,40,0,0,1,8,8,10,7,6,5,8,4,2,26,13,6,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,10,7,6,10,7,7,1
"53",0,1,0,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,2,26,13,6,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,10,7,6,10,7,7,1
"54",0,1,0,23,2,30,5,15,40,5,5,1,7,8,7,8,8,7,7,7,2,26,13,6,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,10,7,6,10,7,7,1
"55",0,1,0,24,3,30,10,20,10,10,20,1,7,9,8,9,7,7,7,8,2,26,13,6,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,10,7,6,10,7,7,1
"56",0,1,0,25,2,50,0,30,10,0,10,1,6,6,7,8,7,7,6,5,2,26,13,6,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,10,7,6,10,7,7,1
"57",0,1,0,30,2,35,15,25,10,5,10,1,8,6,7,8,6,5,8,4,2,26,13,6,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,10,7,6,10,7,7,1
"58",0,0,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,7,7,7,7,6,5,7,5,2,26,13,6,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,10,7,6,10,7,7,1
"59",0,1,0,28,2,50,0,25,10,0,15,1,6,6,6,7,6,6,6,6,2,26,13,6,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,10,7,6,10,7,7,1
"60",0,0,0,24,2,100,0,0,0,0,0,0,5,6,6,6,6,6,6,6,2,26,13,6,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,10,7,6,10,7,7,1
"61",1,0,0,21,4,15,20,20,15,15,15,1,6,9,7,7,6,5,7,6,2,27,8,2,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,35,20,20,20,0,5,8,9,7,8,5,0
"62",1,0,1,24,2,45,5,25,20,0,5,0,5,7,8,4,6,3,6,4,2,27,8,2,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,35,20,20,20,0,5,8,9,7,8,5,0
"63",1,0,1,25,2,35,10,35,10,10,0,0,7,9,10,7,8,9,8,7,1,27,8,2,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,35,20,20,20,0,5,8,9,7,8,5,0
"64",1,0,1,23,2,20,20,20,20,10,10,0,4,10,8,5,8,7,6,7,2,27,8,2,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,35,20,20,20,0,5,8,9,7,8,5,0
"65",1,0,1,21,2,20,5,25,25,10,15,0,5,8,8,2,2,2,7,5,2,27,8,2,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,35,20,20,20,0,5,8,9,7,8,5,0
"66",1,0,0,23,4,10,25,20,25,5,15,1,6,9,7,6,7,6,6,6,2,27,8,2,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,35,20,20,20,0,5,8,9,7,8,5,0
"67",1,0,0,22,4,15,15,25,20,15,10,0,4,8,8,5,7,4,7,4,2,27,8,2,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,35,20,20,20,0,5,8,9,7,8,5,0
"68",1,0,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,5,8,7,4,7,5,4,5,2,27,8,2,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,35,20,20,20,0,5,8,9,7,8,5,0
"69",1,0,0,26,6,20,10,20,30,10,10,1,8,10,9,8,7,6,5,5,2,27,8,2,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,35,20,20,20,0,5,8,9,7,8,5,0
"70",1,0,1,26,2,15,15,15,40,10,5,0,6,10,10,6,6,NA,6,3,2,27,8,2,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,35,20,20,20,0,5,8,9,7,8,5,0
"71",1,0,0,21,4,15,20,20,15,15,15,1,7,8,7,8,5,6,7,5,1,22,1,2,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,60,0,0,40,0,0,9,9,9,10,9,0
"72",1,0,1,24,2,45,5,25,20,0,5,0,8,5,6,6,9,6,7,3,2,22,1,2,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,60,0,0,40,0,0,9,9,9,10,9,0
"73",1,0,1,25,2,35,10,35,10,10,0,0,9,7,9,8,9,7,8,7,2,22,1,2,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,60,0,0,40,0,0,9,9,9,10,9,0
"74",1,0,1,23,2,20,20,20,20,10,10,0,8,7,8,10,7,8,8,1,1,22,1,2,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,60,0,0,40,0,0,9,9,9,10,9,0
"75",1,0,1,21,2,20,5,25,25,10,15,0,8,6,6,5,5,5,6,4,1,22,1,2,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,60,0,0,40,0,0,9,9,9,10,9,0
"76",1,0,0,23,4,10,25,20,25,5,15,1,6,9,9,6,8,2,7,6,2,22,1,2,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,60,0,0,40,0,0,9,9,9,10,9,0
"77",1,0,0,22,4,15,15,25,20,15,10,0,6,6,8,4,9,4,7,3,1,22,1,2,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,60,0,0,40,0,0,9,9,9,10,9,1
"78",1,1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,8,7,7,9,6,7,8,7,2,22,1,2,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,60,0,0,40,0,0,9,9,9,10,9,1
"79",1,1,0,26,6,20,10,20,30,10,10,1,10,10,10,10,10,10,10,5,2,22,1,2,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,60,0,0,40,0,0,9,9,9,10,9,1
"80",1,0,1,26,2,15,15,15,40,10,5,0,1,1,1,1,1,NA,1,1,1,22,1,2,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,60,0,0,40,0,0,9,9,9,10,9,0
"81",1,0,0,21,4,15,20,20,15,15,15,1,7,6,7,4,6,7,6,5,2,30,13,2,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,35,15,25,10,5,10,7,7,6,8,4,0
"82",1,0,1,24,2,45,5,25,20,0,5,1,7,5,9,6,7,9,8,7,2,30,13,2,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,35,15,25,10,5,10,7,7,6,8,4,0
"83",1,0,1,25,2,35,10,35,10,10,0,0,8,9,10,7,7,9,8,7,2,30,13,2,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,35,15,25,10,5,10,7,7,6,8,4,0
"84",1,0,1,23,2,20,20,20,20,10,10,0,7,10,10,7,10,5,5,1,2,30,13,2,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,35,15,25,10,5,10,7,7,6,8,4,1
"85",1,0,1,21,2,20,5,25,25,10,15,1,6,6,8,5,5,6,6,3,2,30,13,2,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,35,15,25,10,5,10,7,7,6,8,4,0
"86",1,0,0,23,4,10,25,20,25,5,15,1,8,8,8,8,3,4,8,7,2,30,13,2,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,35,15,25,10,5,10,7,7,6,8,4,0
"87",1,0,0,22,4,15,15,25,20,15,10,1,7,7,8,7,7,7,8,7,2,30,13,2,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,35,15,25,10,5,10,7,7,6,8,4,0
"88",1,0,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,6,7,8,5,7,7,6,6,2,30,13,2,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,35,15,25,10,5,10,7,7,6,8,4,0
"89",1,1,0,26,6,20,10,20,30,10,10,1,6,8,9,6,6,6,7,5,2,30,13,2,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,35,15,25,10,5,10,7,7,6,8,4,1
"90",1,0,1,26,2,15,15,15,40,10,5,1,5,10,8,6,9,NA,7,1,2,30,13,2,3,3,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,35,15,25,10,5,10,7,7,6,8,4,0
"91",1,1,0,21,4,15,20,20,15,15,15,1,7,6,8,9,8,8,7,7,2,28,8,2,4,1,1,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,50,0,25,10,0,15,10,6,10,10,10,1
"92",1,1,1,24,2,45,5,25,20,0,5,1,7,6,8,9,4,5,5,6,2,28,8,2,4,1,1,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,50,0,25,10,0,15,10,6,10,10,10,1
"93",1,0,1,25,2,35,10,35,10,10,0,0,9,9,9,9,9,9,9,7,2,28,8,2,4,1,1,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,50,0,25,10,0,15,10,6,10,10,10,1
"94",1,1,1,23,2,20,20,20,20,10,10,1,9,8,10,10,7,8,8,8,2,28,8,2,4,1,1,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,50,0,25,10,0,15,10,6,10,10,10,1
"95",1,1,1,21,2,20,5,25,25,10,15,1,7,5,7,8,7,9,9,4,2,28,8,2,4,1,1,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,50,0,25,10,0,15,10,6,10,10,10,1
"96",1,1,0,23,4,10,25,20,25,5,15,1,7,6,8,8,6,9,9,6,2,28,8,2,4,1,1,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,50,0,25,10,0,15,10,6,10,10,10,1
"97",1,1,0,22,4,15,15,25,20,15,10,1,6,6,8,8,8,6,6,6,2,28,8,2,4,1,1,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,50,0,25,10,0,15,10,6,10,10,10,1
"98",1,1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,8,8,5,9,8,9,7,10,2,28,8,2,4,1,1,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,50,0,25,10,0,15,10,6,10,10,10,1
"99",1,1,0,26,6,20,10,20,30,10,10,1,8,5,5,6,5,5,7,6,2,28,8,2,4,1,1,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,50,0,25,10,0,15,10,6,10,10,10,1
"100",1,1,1,26,2,15,15,15,40,10,5,1,9,9,9,9,9,9,9,9,2,28,8,2,4,1,1,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,50,0,25,10,0,15,10,6,10,10,10,1
"101",0,0,1,25,4,25,20,25,20,10,0,0,3,10,10,6,4,7,4,1,2,21,5,4,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,12,18,20,16,16,18,5,9,7,9,10,0
"102",0,0,1,30,4,30,20,10,30,0,10,0,5,5,5,5,5,NA,5,NA,2,21,5,4,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,12,18,20,16,16,18,5,9,7,9,10,0
"103",0,0,1,23,4,20,25,20,15,10,10,0,3,10,9,5,9,2,6,7,2,21,5,4,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,12,18,20,16,16,18,5,9,7,9,10,1
"104",0,0,0,24,2,25,35,30,10,0,0,0,4,5,6,4,6,2,5,2,2,21,5,4,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,12,18,20,16,16,18,5,9,7,9,10,0
"105",0,0,0,24,2,25,15,25,25,15,15,1,6,7,8,6,7,7,8,8,2,21,5,4,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,12,18,20,16,16,18,5,9,7,9,10,0
"106",0,0,0,28,2,25,15,25,15,0,20,1,7,8,8,7,9,6,7,7,2,21,5,4,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,12,18,20,16,16,18,5,9,7,9,10,0
"107",0,0,0,26,2,20,35,20,10,10,5,0,6,7,10,8,9,8,8,6,2,21,5,4,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,12,18,20,16,16,18,5,9,7,9,10,0
"108",0,0,0,30,2,20,20,25,25,5,5,1,9,5,6,5,5,7,5,6,2,21,5,4,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,12,18,20,16,16,18,5,9,7,9,10,0
"109",0,0,0,22,2,30,15,25,25,5,0,0,3,8,5,5,8,3,4,2,2,21,5,4,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,12,18,20,16,16,18,5,9,7,9,10,0
"110",0,0,1,25,4,20,20,20,20,5,15,0,6,7,8,4,6,4,6,6,2,21,5,4,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,12,18,20,16,16,18,5,9,7,9,10,1
"111",0,0,0,27,1,35,10,20,15,10,10,0,5,8,8,NA,NA,NA,7,7,2,21,5,4,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,12,18,20,16,16,18,5,9,7,9,10,0
"112",0,0,0,23,2,25,10,35,15,0,15,0,2,8,8,3,2,2,5,3,2,21,5,4,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,12,18,20,16,16,18,5,9,7,9,10,0
